# time_s density
588.568698 3.56302318e-06
588.931384 4.30865905e-06
589.294069 5.19867977e-06
589.656755 6.25852579e-06
590.019441 7.51760811e-06
590.382127 9.0098304e-06
590.744813 1.07741624e-05
591.107499 1.28552667e-05
591.470185 1.530418e-05
591.832871 1.81790509e-05
592.195557 2.15459337e-05
592.558243 2.54796372e-05
592.920929 3.00646285e-05
593.283615 3.53959881e-05
593.646301 4.15804125e-05
594.008987 4.87372586e-05
594.371672 5.69996249e-05
594.734358 6.65154578e-05
595.097044 7.74486762e-05
595.45973 8.99802987e-05
595.822416 0.000104309563
596.185102 0.000120655016
596.547788 0.000139255564
596.910474 0.000160371455
597.27316 0.000184285177
597.635846 0.000211302243
597.998532 0.000241751842
598.361218 0.000275987332
598.723904 0.000314386535
599.08659 0.000357351822
599.449276 0.000405309944
599.811961 0.000458711594
600.174647 0.000518030667
600.537333 0.000583763185
600.900019 0.000656425882
601.262705 0.000736554407
601.625391 0.000824701141
601.988077 0.000921432611
602.350763 0.00102732649
602.713449 0.0011429682
603.076135 0.00126894705
603.438821 0.00140585205
603.801507 0.00155426731
604.164193 0.00171476703
604.526879 0.00188791022
604.889565 0.00207423517
605.25225 0.00227425356
605.614936 0.00248844451
605.977622 0.00271724846
606.340308 0.002961061
606.702994 0.00322022674
607.06568 0.00349503329
607.428366 0.00378570543
607.791052 0.0040923996
608.153738 0.0044151987
608.516424 0.0047541074
608.87911 0.00510904801
609.241796 0.00547985698
609.604482 0.00586628207
609.967168 0.0062679804
610.329853 0.0066845173
610.692539 0.00711536605
611.055225 0.00755990865
611.417911 0.0080174375
611.780597 0.00848715814
612.143283 0.00896819296
612.505969 0.00945958591
612.868655 0.0099603082
613.231341 0.0104692649
613.594027 0.0109853023
613.956713 0.0115072163
614.319399 0.0120337615
614.682085 0.0125636601
615.044771 0.0130956127
615.407457 0.0136283083
615.770142 0.0141604347
616.132828 0.0146906897
616.495514 0.0152177913
616.8582 0.0157404882
617.220886 0.0162575702
617.583572 0.0167678772
617.946258 0.0172703088
618.308944 0.0177638321
618.67163 0.0182474894
619.034316 0.0187204041
619.397002 0.0191817865
619.759688 0.0196309377
620.122374 0.0200672527
620.48506 0.0204902221
620.847745 0.0208994324
621.210431 0.0212945653
621.573117 0.0216753958
621.935803 0.0220417884
622.298489 0.0223936933
622.661175 0.0227311402
623.023861 0.0230542321
623.386547 0.0233631378
623.749233 0.0236580834
624.111919 0.0239393438
624.474605 0.0242072329
624.837291 0.0244620942
625.199977 0.0247042909
625.562663 0.0249341956
625.925349 0.0251521812
626.288034 0.0253586108
626.65072 0.0255538291
627.013406 0.0257381541
627.376092 0.0259118696
627.738778 0.0260752182
628.101464 0.0262283965
628.46415 0.0263715497
628.826836 0.0265047692
629.189522 0.0266280899
629.552208 0.0267414905
629.914894 0.0268448931
630.27758 0.0269381661
630.640266 0.0270211268
631.002952 0.0270935465
631.365638 0.0271551554
631.728323 0.0272056501
632.091009 0.0272447004
632.453695 0.0272719578
632.816381 0.0272870646
633.179067 0.0272896628
633.541753 0.0272794038
633.904439 0.0272559577
634.267125 0.0272190227
634.629811 0.0271683339
634.992497 0.0271036717
635.355183 0.0270248694
635.717869 0.0269318194
636.080555 0.0268244794
636.443241 0.026702876
636.805926 0.0265671083
637.168612 0.0264173491
637.531298 0.026253845
637.893984 0.0260769153
638.25667 0.0258869493
638.619356 0.0256844015
638.982042 0.0254697867
639.344728 0.0252436731
639.707414 0.0250066739
640.0701 0.0247594394
640.432786 0.0245026467
640.795472 0.02423699
641.158158 0.0239631699
641.520844 0.0236818835
641.88353 0.023393813
642.246215 0.0230996166
642.608901 0.0227999185
642.971587 0.0224953
643.334273 0.0221862925
643.696959 0.02187337
644.059645 0.0215569444
644.422331 0.0212373613
644.785017 0.0209148976
645.147703 0.0205897608
645.510389 0.0202620893
645.873075 0.019931955
646.235761 0.0195993666
646.598447 0.0192642754
646.961133 0.0189265808
647.323818 0.0185861388
647.686504 0.0182427699
648.04919 0.0178962687
648.411876 0.0175464141
648.774562 0.0171929792
649.137248 0.016835742
649.499934 0.0164744959
649.86262 0.0161090596
650.225306 0.015739287
650.587992 0.0153650757
650.950678 0.0149863756
651.313364 0.0146031952
651.67605 0.0142156082
652.038736 0.0138237571
652.401422 0.0134278571
652.764107 0.0130281977
653.126793 0.0126251424
653.489479 0.0122191287
653.852165 0.0118106643
654.214851 0.0114003244
654.577537 0.0109887461
654.940223 0.0105766224
655.302909 0.0101646952
655.665595 0.00975374705
656.028281 0.00934459315
656.390967 0.00893807185
656.753653 0.00853503544
657.116339 0.00813634068
657.479025 0.00774283928
657.841711 0.00735536865
658.204396 0.006974743
658.567082 0.00660174486
658.929768 0.0062371173
659.292454 0.00588155678
659.65514 0.00553570691
660.017826 0.00520015299
660.380512 0.00487541753
660.743198 0.00456195674
661.105884 0.00426015796
661.46857 0.00397033809
661.831256 0.00369274291
662.193942 0.00342754738
662.556628 0.00317485668
662.919314 0.00293470818
663.281999 0.00270707399
663.644685 0.00249186421
664.007371 0.00228893074
664.370057 0.00209807148
664.732743 0.00191903494
665.095429 0.00175152512
665.458115 0.00159520659
665.820801 0.00144970961
666.183487 0.00131463532
666.546173 0.00118956088
666.908859 0.00107404447
